rating,date,content
3.0,2020.09.01,"This movie for me is a solid 6. It's obstacles are from critics reviews putting it at a 10. Its not that good and cant live up to those expectations. If you watch it , you wont have wasted your time. If you don't watch it, you won't have missed much. Its average."
4.5,2020.02.03,"This film is amazing. Mixes elements of comedy, suspense, and drama in a beautiful manner. I forgot I was reading subtitles after the film, as I was so engaged during the screening. Fantastic plot twists and very interesting and unique character developments. Would give 10th star if it weren't for a couple plot holes."
3.0,2020.01.08,"There are lots of great movies out there. This is just not one of them. Why? Because it's predictable to a degree that I have seldom experienced. All major events can be predicted way ahead of them happening, which makes watching this movie into nothing but a waiting game. It's not deep and it's definitely not clever.

If the director should ever reveal that he made this movie as an experiment to explore how hollow of a movie you can get away with and still have the world hyped, I wouldn't be the least bit surprised."
2.0,2020.02.29,"I wanted really to liked it ,but I couldn't. I liked only the last scene ,but I could not like any of the characters. I don't know if that was the purpose ,but for me at least one character has to be likeable. And all the poor-rich thing has been told better from soap operas."
4.5,2020.02.09,"Parasite is a deep, complex, layered, multidimensional and heartfelt portrayal of the class struggle and its gruesome ramifications existing in the present day South Korea. It is seen through a social prism where the haves are pitted against the haven'ts, the haven'ts are pitted against each other . It is also a subtle tale of the dangerous magnitude of the impacts of human greed and how nature backfires against a consumer culture. From the gift rock to the deluge towards the climax, Director Bong Joon Ho of 'Memories of Murder' and 'The Host' fame uses several metaphors to depict how nature backlashes against human's imperialistic pleasures . As a result, what starts in a mild satirical tone, climaxes in a disturbing manner, so much to the extent that even hours after finishing the movie, you can not actually get out of the eerie milieu of South Korean urban class struggle. This is no easy movie, let me remind you. But if you can finish the journey, it can stay with you forever, for the ample food for thought it offers. Truly a cinematic masterpiece from the ace Korean director. Predicting huge applause at the Academy Awards this year, may be the Holy Grail of movie making as well. A must watch for those who are cerebrally way ahead of the cheap DC Comics genre."
5.0,2020.02.01,This movie shows exactly how it is to live in a country full of structural violence. It shows perfectly the desperation of people in need to have a better life.
4.5,2020.01.21,"It was a great movie, a metaphorical pun intended to show the differences and/or similarities between the two major classes of the society, i.e. the rich and the poor. It has an extravagant climax which will not be liked by majority. However, the climax was justified afterwards. It was a great drama. I enjoyed watching it. Once the movie gears the pace, it was impossible to leave your seat without watching it full at one go."
5.0,2019.09.04,Didn't expect the ending...which is why I enjoyed it. Shades of the cult classic 'Old Boy' in the sense that there were elements that were so disturbing..
5.0,2019.08.18,This movie surprises you by every new scene. I couldn't say what genre the movie is but it delivers a whole experience. I had no idea what the movie is about in the beginning but it is worth it. Shows perfectly in a dramatical and comedian way the differences between rich and poor
5.0,2020.01.27,This movie surprised me by being near perfect. Struggle to place this movie in a genre as it is diverse and bring in a lot of themes. they nail the humour aswell as some of the deeper moments.
3.5,2019.10.15,"South Korean director Bong Joon-ho (""Okja"") says that he always tries to overturn viewer expectations and hopes that his latest film succeeds in this way. Palme d'Or winner at the 2019 Cannes Film festival, Bong's Parasite (Gisaengchung) does indeed thwart expectations, but the question is - to what end? Defying any strict genre classification, the film is a conglomeration of comedy, drama, satire, crime, horror, and anything else you can throw into the mix. Bong sees the film as a statement about the ""ranks and classes"" inherent in capitalism that are invisible to the eye, and says that the film ""depicts the inevitable cracks that appear when two classes brush up against each other in today's increasingly polarized society."" Unfortunately, the characterizations are filled with so many stereotypes that the lack of any realistic human dimension leaves Bong's statement without much impact.

The film looks at class differences between two families - one well-to-do, and the other n'eer do well. For the Kim family, life is a struggle. They live in a cramped bug-infested basement apartment without many amenities except for a toilet built on kind of a shelf. The father Ki-taek (Song Kang-ho, ""Snowpiercer"") has failed in business and has accumulated many debts. His son and daughter Ki-woo (Choi Woo-sik, ""Train to Busan"") and Ki-jung (Park So-dam, ""Cinderella and Four Knights"" TV series) have repeatedly failed college entrance exams. The mother Chung-sook (Hyae-jin Jang, ""Adulthood"") along with the two children fold boxes for a delivery company, but cannot even get that right. Not to worry, they leave their windows open when the fumigators come around to get some free extermination and steal free Wi-Fi from the next door coffee shop.

On the other hand, the nouveau riche Park family has all the advantages. Mr. Park (Lee Sun-kyun, ""Jo Pil-ho: The Dawning Rage"") is the CEO of a high-tech company and the family lives in a spacious, modernistic home protected by sturdy concrete walls. He has an attractive somewhat fragile wife Yeon-kyo (Jo Yeo-jeong, ""The Target""), a teenage daughter Da-hye (Jung Ji-so, ""The Tiger""), and a hyper-active young son Da-song (Jung Hyun-jun). Being wealthy and somewhat elitist in their attitude, for Bong, they are ideally suited to be torn apart by ruthless grifters. With the aid of a friend, Ki-woo is hired to be a private tutor for Da-hye. Of course, he has to forge university documents to convince the trusting Mrs. Park of his competence. With that conquest out of the way, the cunning Ki-woo concocts a scheme to secure jobs in the Park household for his entire family.

Convinced that their young son is a budding Picasso, Mrs. Park hires Ki-jung as an art teacher, then falls for invented stories impugning the character of their driver and housekeeper to provide some more employment opportunities for the Kims, this time for the deadbeat dad Ki-taek and his wife Chung-sook. Bong said that ""Sometimes with the characters in my films, I look at them cynically, but most of the time I have a lot of compassion for the characters, even with the villains."" This compassion, however, does not seem to extend to the loyal, hardworking household workers, their work scammed out of existence. Without going into detail, the whole escapade backfires in a twist that is over-the-top unsettling even though utterly implausible.

Worthy of a Mack Sennett comedy, a sweet family drama turns into a tumultuous melange of hidden chambers, revenge, bloody violence, a torrential rainstorm, people hiding under beds, and any other mayhem that may come to mind. To be clear, Parasite can be very funny and some of the satire is sharp-edged, yet it is hardly, as one critic described it, ""a masterful dissection of social inequality."" When asked what he wanted viewers to get out of the film, Bong said, ""I just hope that it gives audiences a lot to think about. It is in parts funny, frightening, and sad, and if it makes viewers feel like sharing a drink and talking over all the ideas they had while watching it, I'll wish for nothing more."" Enjoy the drink. In a little while, you may have trouble remembering what the film was about."
5.0,2019.12.01,"When a smart South Korea poor family decides to escalate the social ladder and take advantage of a rich family offering it suited services to their familiar problems firstly they have to displace the former employees. They did not realize nor the family living in the house that in the underground of it there was an atomic bunker. I was built to face any attack from North Korea. The brokers didn't say that to their clients to maintain the market price. Later on, the new employees well established in the house will find out that part of the replaced employees' family lives in this secret basement. The film displays the South Korea class conflicts as a metaphor for growing poverty engulfing the population with rampant disemployment. In this fantastic realism film, all social classes are placed in the same house: poor, middle class and rich. Old resentments and prejudices escalate as time passes. A revolution, interests conciliation or a violent upheaval without winners may develop as those class representatives have to negotiate when and how to enjoy this gorgeous house built by a famous Korean architect. This is a masterpiece."
3.5,2020.02.13,"As one other reviewer said, all the accolades have to do more with the idea other than the actual movie. TEchnically it is very well crafted, great cinematography, great acting, but personally I think overhyped. In a day an age where everything is political and has to do with social issues, a movie that very blatantly shows the disparages between rich and poor, (a little bit too stereotipically, I might add) is bound to get great reviews. Actors and their 200k bags of face creams like to feel they are connected to the poor massess, and social justice folk of Twitter feel they have been done justice, even if only for two hours on a theater. Hollywood wants to be that White Knight, and last year it paraded in their red carpet Mexican Native Yalitzia Aparicio, this year it was the Korean actors, I'll bet next year it will be another troupé. Like the rich family in the movie, minorities and other cultures are nothing but parasites to Hollywood, useful and good while they serve their purpose, stink bugs that have to be fumigated when they don't. No wonder 202 Oscars had the lowest rating of the last 25 years. Watch the movie for yourself and make your own mind, I don't think it is the 10 everybody is saying but its political message has provided the fuel to skyrocket it. Beware though, last 10 minutes are quite gross and gory."
1.0,2020.02.09,"Don't get the love people have for this movie. It starts as predictable slapstick comedy, then takes a sudden turn into a bloodsport parable on class warfare, and then then finishes -- can you guess? -- Nihilistic irony! Oh, that is really original, isn't it? All of the characters are unlikable, one-dimensional, amoral, lemmings. Apparently, Korean free enterprise economy makes them this way and their personal aspirations, ambitions, and accomplishments are simply results of circumstance and luck, as the wealthy and the poor are equally dimwitted, amoral, and self-interested."
5.0,2019.10.30,"Simply put, there's no way to explain what a masterpiece of satisfaction this movie is. Just watch it. I don't even want to explain what it's about...I think it's best if you just blindly go into it. Completely expect it to win best foreign film at the oscars."
5.0,2019.10.21,"I just watched the movie and found it simply wonderful. It is a mix of moments that happen as fun, joy, tensions and sadness. The climax scenes of the movie are breathtaking and all extremely well fitting, you realized it was no trick of the script to make those scenes happen, everything flowed very well. I'm amazed at the movie, a lot of people need to see this work for yesterday!

NOTE: The counterpoint of the rain scene is ""because of the rain the rich can't get to camp"" and ""because of the rain the poor are obliged to camp (in the gym)"""
5.0,2020.01.11,"This Korean-language movie was such a contrast with the drivel Hollywood churns out. The story was great, the acting was great, and the director maintained tight control throughout. I must see more of Mr. Bong Joon Ho's work."
4.0,2019.08.09,"Following the step of Get Out, it is a powerful film that comprises of metaphors and allegories which need you to think beyond a certain level as they are manifested throughout. No worries, you will understand the film even if you fail to unlock the codes unlike Mother! & Us.

Parasite welcomes the audience into multi-genres and tonal shifts that mix and take its turn after every act. Pure comedy, dark comedy to heavy dramas, horror, thriller, mystery, you name it. The director, Bong Joon-Ho wonderfully converts them smoothly without letting the audience feels bizarre of the transformation.

With merely 10 characters into play, Parasite brilliantly executes layer after layer of interesting character developments which progresses the plot forward to ultimately produce a comprehensive film.

Parasite professionally handles cinematic tricks to synchronize every possible element for the greater good such as excellent use of cinematography techniques with superb artistic values, information-packed dialogues, lavish architecture production designs & vibrant colours.

Quite certain scenes feel a little too long and weary. If they can cut short and add new scenes instead, the pacing will be better and more entertaining.

Majestic musical set pieces is utilized in the background to help produce a richer tone to the distinct elements.

The suspenseful moments would have you at the edge of your seat without noticing until the point you recall your experience inside the hall.

Verdict: A strongly crafted masterpiece film on social themes and satire that finds its place in audience's heart.

In short, it is one of those episodes of Black Mirror."
5.0,2020.01.12,"So much to unpack. incredibly thoughtful and clean cinematography. Well written script. Masterful suspense, so many metaphors! the music in the suspenseful scenes was so good that you barely noticed it until it was over. I was captivated through the whole movie.

I thought that there might be some symbolism of North Korea/South Korea as well as social class, but I haven't seen anyone else point that out, so it could be me grasping at straws.

For the main family, the film ends in essentially the same situation as it began, minus the father and daughter. Ki-Woo and Chung-Sook are presumably still struggling, at the bottom of the stairs again. Everything that happened in the film did nothing but take half of the family away. Thus describes Bong Joon-Ho's ruthless realism; the poor get poorer, and life continues on with no plan to fix anything.

Not that that matters, it wouldn't work anyway."
4.5,2020.01.12,"The only thing i would change on it ,is the end... , why the hell all that had to happen, the movie would be great with a different end.

Overall this is quit intresting to watch... , to understand the culture , the limits between poverty and rich people , there is more but i don't want to spoiler it , so it worth to watch.

The movie ended in hurry somehow ,not showing the life of Kim Ki-woo , i like that for the first time i see quality into this korean/chinese/japanese culture movies recorded .

This movie is pure fiction , but is not feeling like it couldn't become a real thingh , because doesn't look that unrealistic to happen .

I note it for 9 , because i would give it a different ending and a part 2 ! ,but maybe the director of the movie didn't had same vision as us tend to have .. , he wanted something sad to happen and the movie to don't end in just a happy end."
3.0,2020.03.20,Movie is over rated. Its an average movie. Don't know why it created this much buzz.
5.0,2020.02.04,"Finally saw this much talked about film. As a fan of Korean thrillers, this film surpassed my expectations. The film is about a poor family who cleverly n cunningly become employed by a wealthy couple, posing as unrelated, highly qualified individuals.

The film begins like a dark satire, it then proceeds into a captivating thriller n ends like a surreal crime.

The film is very entertaining inspite of the sad stuff shown about poor fellas but mind u, it is not at all demeaning. It is very gripping n weirdly hilarious."
3.5,2020.02.16,"Good movie, interesting story line, but never in a million years could win a oscar for best movie of the year...Political decision for sure! that's the world we live in unfortunately."
2.5,2020.02.18,"I'm sorry but I must be living on another planet - I can't understand why this film won an oscar and why some are rating it a 10. I felt a little bored in parts and I felt uncomfortable. Reading some other reviews after the film, maybe there were some aspects I hadn't analysed and worked out intellectually. But then still I felt it was totally over hyped."
4.0,2020.01.12,"The movie Parasite is one of the many films that reinforce why people should give up this ridiculous thing of not watching foreign films. People are so scared of subtitles that they are missing out on some of the best films ever made. After 5 minutes of subtitles you get used to it and don't even realise you're reading.

Anyway back to this movie. Parasite is a fantastic film that really has no set genre as you will experience a drama, thriller, romance and horror all in one! Unlike most films you actually can sympathise with 99% of the characters even if they are seen as more of a villain. I wont give anything away but I will say that Parasite is a must watch and one of the best movies of 2019!"
4.0,2020.01.22,"What a great movie. No words. For very long moments I was so immersed that I forgot I was watching a movie. The plot is greatly crafted. It always moves forward and escalates. When the story requires it, the tension is remarkable. I think the father's reason to kill Mr Park could've been established a little clearer, but anyway the movie is great."
5.0,2019.10.11,"You will watch it and you know it has subtleties It talks about how poor and rich ""nice"" people see each other It doesn't bore you for a single minute It is the best this year"
5.0,2020.01.24,"Parasite is a melody of fine cinema. It hits all the right notes that attracts its audiences with just the right amount of everything it has to offer. Each sequence delivers the perfect pacing relative to the ongoing conflict, accompanied by beautiful cinematography and scoring. The cast delivers an engaging performance that brings a sense of true harmony with each other. It also combines all forms of genre really well without it being cramped or overbearing. It excels in nearly all creative and technical aspects, but what truly captivates its viewers is its masterful storytelling. Overall, Bong Joon-ho has crafted a beautifully dark and chilling story that transcends language and connects with millions. The film deserves all the praise that it gets not only for its impeccable storytelling but also for setting a greater standard in the cinematic landscape."
5.0,2020.01.22,"I spent some time with the movie ""Parasite"" tonight. It captured me in it's symbiotic web. I'm sure there is not a single adjective that could describe it adequately...so I won't attempt that magficent accomplishment. Parasite tugged on every ounce of my acquired knowledge in philosophy, literature and Korean (yes...I do have a very tiny bit of that :) ) The set design was amazing...and it may give 1917 a run for it's money.

The stairs...oh so thoroughly magnificent in the simplicity yet the most complex of ""metaphors"" (yeah, I made myself giggle on that one.) I was instantly reminiscent of my Philosophy 101 ""Allegory of the Cave""....""I went down."" Thank you Herr Hanak.

Okay, I've lost all of you, I loved this movie for the Best Foreign Film...mostly because my theater neighbors tonight ate every kind of snack bar food possible...I will have nightmares about the gnawing, they chatted and checked their phones throughout...then they pottied and were able to read the screen....and then they seemed confused. Wonder why.

My feeling about awards..knowing the methodolgy of the voting....this film will not be best picture on Oscar night."
5.0,2019.11.02,"Oh man so I love this movie. Beautifully shot and exquisitely acted. Parasite is funny, tugs at the heart strings and is super dark just like I like my films. The director Bong Joon-ho has delivered yet again. I'm in on everything thing else he makes. Go see this movie in the theaters while you can and if you miss it, definitely watch it when it's streaming you won't be disappointed. Parasite is a 10🙏🏻"
,2020.01.21,"Parasite is a unique movie. I don't know if it's a true masterpiece, or one of a kind (indeed), or just a piece of masterful craft. Bong does everything he wants while telling his stories, and he's the only one I know who can do that aside from Tarantino. The plus here is a very sound moral. I will think a lot about Parasite, and maybe watch it again. This is the first time in 100+ reviews that I don't feel I can correctly rate a movie, but surely it is in the 8 to 10 stars range."
3.0,2019.12.20,"I think there's a really good movie buried in ""Parasite"" somewhere, but I gave up trying to find it. It has the same problem the director's previous ""The Host"" had: the pacing is broken.

That's not all, though. People have written about the movie's unexpected twists and turns. The thing is, it keeps you waiting far too long for these to arrive, they are too few and far between, and too unbelievable. The first major twist happens about an hour in, and seems to come out of nowhere.

The parts of the movie detailing how this horrible family coordinates an incredible con on the rich Parks are the best bits, though they are far fetched: how can people with the ingenuity to do that be such losers beforehand?

But then that first twist hit and the movie lost me increasingly, until by the end I wasn't even paying attention.

Pity. Some of the sequences were brilliant."
5.0,2019.09.18,"I will just say this first. If you are planning to watch this film, stop right here and watch it now before reading anything regarding this film because trust me you want to watch this without knowing anything not even the synonyms.

Now, directed by Joon-ho Bong who also directed Memories of Murder and Snowpiercer, Parasite is a dark comedy thriller which mixes various other genre. Its really hard to describe this film. I would compare this with Quentin Taratino films like the title suggests. But even then this film has a lot of direct message to audience and themes which is very easy to notice. That aside Joon-ho Bong has also upped his game in terms of the structure and storytelling. So much so that at first viewing you won't notice the hidden details and metaphors this film presents. The name ""parasite"" is just one of them. At the end you will be thinking who the real parasites are. Is it the rich, the poor, their expendable need for a better living or the house itself? Acting wise I dint see a single false note by any actors. The main standout was of course the father played brilliantly by Kang-ho Song. Writing is however what makes this film so great. You can see when the director wrote this film he thought of everything. There is not a single loop hole. Every character choices make sense, everything falls into place even when it seems to bizarre yet it seems so completely realistic just because just how we got to that point.

There is so much this film tries to say and you can see the director succeeded it gloriously when you think about it. The social structure with the way we live, our understanding and psychology at looking at people who live differently, our priorities and what we value. Joon-Ho Bong makes sure viewers will think after each act is completed and make your own judgement of what happened. He has completely turned a genre on its head. A film about social class has never been made like this before.

Still, this film may not please to people who just want a happy ending feel good movie. Without spoiling anything till now I will say that the first half is completely different to the second half. If you are the type of person who can handle violence and shock in a film then I will recommend this for you. If you are the person who want something different and original other than what hollywood keeps throwing these days I will recommend this for you. If you think film are not just for entertainment but for the art itself I will recommend this for you. Film industry need to keep investing on visionary directors like Bong Zoon-Ho and you might just get a masterpiece like this once in a while."
3.0,2020.01.27,"This film is either a love or hate review. I get that most that hate it maybe didn't understand the message - I did, but it was written in a mind-boggling illogical plot-hole ridden way. What makes it even worse, is how great it was from the start, that when the ridiculousness kicked in, you become extremely disappointed. There are so many ways this could've been written much better - and still get the message across, and maintain the initial theme without tanking. Directing and cinematography were excellent, and the casting on point. And the 132 min runtime was flying by, until the plot started to tank. Clearly over-hyped and not worth anything more than my 6/10"
1.5,2020.07.29,"I think the great cinematography has tricked audiences into thinking this film is a whole lot deeper/more groundbreaking than it actually is. It has the plot of a rom-com with some gruesome flourishes at the end that allow people to turn this into some type of incisive social commentary. Wow! Class differences exist! Thanks Bong Joon-ho for enlightening me.

Just because you've successfully deciphered what the director/writer sought to convey doesn't mean he's necessarily saying anything profound. People need to stop patting themselves on the back for understanding the meaning and realize that, despite the pivotal role of the underground in the film, its significance remains painfully surface-level.

I see a lot of people separating this movie into halves--and it's fitting. During the first half I was fairly interested and as I saw it taking on the plot structure of a lighthearted comedy where we willfully accept unrealistic events, I started wondering how the hell it had won Best Picture (alongside the universal acclaim).

Well, after the former housekeeper's return, the stupidity that ensues (yes--that moment and the very end inclusive) signals a dark shift that is surely what summoned most of that praise. However, it's here where the film starts to break down for me.

We accept the gullible mother and seemingly passive father as the opposite family begins to infiltrate at every opening. That's ok for some time, for some genres, but I simply cannot find the absurd a fair foundation on which to build a tragedy. The existence of the first half of the movie makes it impossible to take the second half as seriously as we are supposed to. And on top of it, I genuinely don't care what happens to any of these people (save a tinge of regret for Mr. Park's taking a knife to the chest), I find it impossible that the tutor-son could survive two (2) skull-crushing throws of a rock to the head, and I genuinely cannot think of anything stupider than Mr. Kim committing the murder in the first place, even given the heat of the moment and his motivations.

I was almost peer-pressured into giving a higher review for the simple fact that I've seen none so low as mine, but 3 just feels right. Something unconnected that I need to insert; the comedy element that seems to be so present to others isn't even there for me either. It's smirk-with-one-corner-of-the-mouth funny throughout, but never really hilarious. It's prettiness is its strongest feature and to say otherwise is contrived."
5.0,2020.01.19,"I know a lot of people have skipped this..... because nobody wants to read subtitles for 2 hours. I hope you are reading this.... And I hope that you can shake off your earlier reservations.... Please watch this.... Movies like this are very rarely made nowadays. Doesn't matter what genre a person likes.....this has it all.... Comedy, Love, Family, Thriller, Crime, Horror. What an awesome movie !!!!"
5.0,2020.01.22,"With Parasite, director Bong Joon-Ho creates an fantastic piece of cinema, that never lost my attention once. This movie makes your think it is going to be one thing and then it becomes something totally new. It's fresh, it's clever, it's shocking and it's satisfying. There is a scene in this movie that concludes the first act in a way that can only be compared to watching a Tetris game where every piece falls into its perfect place one after the other. Around the middle point something is revealed to the Audience that totally changes the path the movie was going on and from there it's an unrelenting roller coaster ride. Bong Joon-Ho also writes some fantastic characters, each of them getting their own perfect moments to shine. Not one character seemed out of place or without reason. They all had their place and brought different layers to the story through their actions and ideas. The actors of course help in bring this characters to life amazingly and the entire cast kills it to the maximum degree! Parasite is a film wonder and must be seen by all."
5.0,2019.10.19,"The working class and down on their luck Kim family struggle to make ends meet. When a friend of the son, Ki-Woo's, who is an English tutor for the daughter in the wealthy Park family, has to leave his position, he recommends Ki-Woo for the job. Now having an ""in"" with the wealthy family, the Kims begin plotting the downfall of the current household servants and inserting themselves into those vacant positions, making them all gainfully employed and with money finally flowing into the household. But not everything is as it seems in the Park house or with their previous servants.

This movie starts out as a comedy and quickly goes into social commentary, pointing out the differences between the poor working class family and the wealthy privileged family. The differences are ones that get commonly pointed out with the well-to-do having what usually gets termed as first-world-problems, while the poor family is literally trying to survive and save meager possessions in a flood. It doesn't shy away or try to be subtle about it, but interestingly enough, we don't feel beaten over the head with it either, which is a major change from the ham-fisted approach taken by most filmmakers. Couching this in a comedy is a good approach, as well, as the audience's guard is let down and we become more receptive to the ideas.

However, I do say it's MOSTLY a comedy. The third act takes a dark, dark turn, and the contrast, not to mention general disdain and even indifference, between the classes becomes much more severe. This gets into some hard territory, and characters that we've found quirky and even come to like in some ways show very different sides of themselves. At the same time, it doesn't feel unexpected, almost like we could tell that this was under the surface all the time and tried to ignore it, but aren't surprised by it when it does show up. This is some masterful characterization!

Another aspect of note is that this film is rich in allegory and metaphor. It's a smart film, yet at the same time the filmmakers are not condescending about it. They give the audience credit for being able to understand the symbolism and don't spoon feed you everything, which is a refreshing change from the usual head-beating most filmmakers go for. At the same time, they understand that not every audience member will understand or immediately pick up on every symbol, but they have crafted this so carefully and so perfectly that you don't have to understand each and every one. That understanding merely enriches the experience, but isn't essential to it.

This film has gotten some recognition, and deservedly so. It is rich, intelligent, and polished to a degree that we sadly don't see as often as we should nowadays, showing the filmmakers are masters of their craft. This is easily one of the best films I've seen in 2019. Highly recommended!"
5.0,2020.01.02,"I read a lot of rave reviews about this before I saw it. I also saw it on many ""must see"" lists the past month, so I thought, alright I'll watch it, and approached it with a ""show me what you got"" kind of attitude. It didn't take long before I realized that I was watching something incredibly different. In fact It is incomparable with anything I've ever seen before. It belongs and at the same time doesn't fit in in any kind of genre. It is as thrilling as the best parts of Gone Girl and is everything Jordan Peele's Us tried to be. I would say that this is the most divine work of cinema I've seen in many many years.

Some people refrain from watching foreign language films. I find myself paying more attention to the plot since I have to read what is being said. This is very beneficial to a film that demands your attention at every single moment, which this one does.

Parasite deserves a 10/10 because of the very simple reason that I wouldn't want to change a single second of it, everything had purpose. So watch it, I bet it will exceed any expectation you might have from reading all of these reviews."
4.5,2020.01.22,"For me, Parasite is most convincing because of its confusing story, which is especially convincing because of its untypical pattern, so that it's hard to tell which genre you just saw. The script remains clumsy and at least gives me an oppressive feeling at the end. Moreover, the film is very nice to watch because of the staging and because of the convincing acting and set design you can put yourself in the movie's shoes and put yourself in the shoes of the characters, which are all put on with a lot of love."
5.0,2020.01.24,"An instant classic! It's a rollercoaster of emotions that makes the heart pound and the breathing hitch. Parasite follows a poor family who have methodically and charismatically inserted themselves into the lives of a rich family, but even the best laid plans can go wrong and the parasitic family find themselves in deep trouble. Somehow, these characters are very likable despite all the things they have done to get themselves to the ""top"". The performances delivered by the cast is phenomenal, and nothing negative can be said about what they brought into the film. Dialogue is very engaging and riveting, it makes the ears wide open to be able to hear it all. The story is well executed and well paced, there is never a dull moment even during the more quiet scenes. The editing and sound is masterful as it adds more to the film's atmosphere of tension and ease. The statement it makes on the economic social classes is clear and can keep someone up at night. Overall, it is one of the best films I have ever seen and it is one of the parasites I am happy to have in my life."
,2019.09.05,"Huge Oscar Winner?! What a JOKE!

There's no way or simply not enough to convince me that this 4-member family could have so easily conspired a big scam to wreck a rich family. The two screenplay writers, one of them was the director Bong, simply borrowed the mass majority feelings of the 99% struggling Koreans who deeply hate the upper 1% rich class people in Korea and made up a story that rendered a catharsis masturbation-like feel-good opportunity for the poor, a self-righteous, self-justified, self-indulgent revenge on the rich class.

At the beginning of this movie, this lowlife 4-member family was at bay and struggled to a barely survived condition, the husband/father was unemployed for a very long time, the wife was nothing but a mean heartless woman, the son and the daughter had failed the college entry exams for so many times. This helpless and hopeless family couldn't simply become a well practiced con-artist family overnight. If they were such great scammers, they would not have fallen so low and so helpless for such a long time. They were just like you and me who don't have money to afford a dignified basic living standard. They would not be possible to suddenly become expert con-artist so easy and so soon.

The most shameful scenario was the screenplay writers/director who made the rich people looked so stupid, naive, emotional fragile and so easily to be conned, they completely overlooked the fact why and how rich people became rich. The differences between the rich and the poor are many, but usually, it's because the rich people are smarter, more intelligent, more cunning, 1,000 times sharper than the poor, they are not so easy to be manipulated, conned, scammed, or swindled, otherwise they wouldn't become rich and successful. Yet this stereotyped shallow screenplay simply overlooked these facts and made the rich husband and wife so stupid and so easy to be manipulated by a bunch of losers who didn't even know how to make a basic living or how to pass the college exams.

The screenplay made the rich wife a fragile, naive, shallow emotional wreck, but totally refused to admit that rich wives usually are split-hair sharp, otherwise they'd not be able to handle their social status. The husband in this movie also showed that he's a hardworking super smart self-made businessman and entrepreneur, he should not be so easy to be manipulated by a bunch of losers. Yet this movie, again, simply overlooked the realistic fact and made these couple an easy moronic target by the scammers.

In summary: Zero Probability & Highly Unlikely! The long-term helpless 4-member losers were absolutely impossible to become a well-experienced, well-organized, smart grifters/swindlers. How possible these 4 lamers to could br so abruptly, so suddenly become so smart, so organized, so skillful overnight to carry out their scam step by step? It's against the basic logic and absolute impossible.

The director/screenplay writers just used the majority poor peoples' hate/resent/bitter feelings against the minority rich people psychology, manipulated the poor audiences to have a catharsis moment in the movie theaters. If the audience in Cannes Film Festival gave a 10-minutes standing ovation, it only showed the majority of the audiences were also the majority poor, they finally got the opportunity to have a small window to vent their bitterness against the rich, so they were so generous to award this one-way street movie the grand prize.

I don't know why the Korean movie makers are so obsessed in this kind of con-artist/imposter/swindler/fraud genre movies. Ah-ga-ssi (Handmaiden) (2016) is almost the same like this sucker, but that 2016 movie is even lower and abject than this one, but even that movie spent too much energy on the lesbian love-making scenes, these two movies are basically the same: HIGHLY UNLIKELY AND ABSOLUTELY IMPOSSIBLE! SAME CRAP, DIFFERENT TITLE. Only people without any logic thinking ability would enjoy them. To me, both of these two movies are just a torture to watch. There are many other Korean movies all like these two suckers, so I think it's time to call off making such stupid movies.

I'm a poor guy, yet I don't hate the rich people but envy them. I'm also a certified lifetime loser but I willingly admit that most of the rich people are definitely smarter than me, there's no way I could manipulate them and con even $0.01 out of their pocket."
3.0,2020.01.02,"I don't really understand the high rate for the movie, it is very normal expected movie."
5.0,2019.09.14,"Bong Joon-Ho is a filmmaker whose work I've admired since I saw Snowpiercer (2013). I've had my eyes on him ever since and I'll watch pretty much any film he directs. His newest film Parasite (2019) is not only the best film I've seen from him so far, but it might also be the best film I've seen so far this year. He may have crafted his own masterpiece. This film is sharp, it's tight, and hooks you till the very end. It's very fast paced, it's an extremely intense edge of your seat thriller, and its comedic at times which adds some levity to the film. The performances are all excellent across the board, the script, the dialogue, and the writing are all brilliant, and the score is very intense and enthralling. And to top it all off this film is shot very well, the cinematography and directing are great, and the shot composition is very interesting. And above all else this is just a very fast paced and interesting film that was incredibly fun to watch. I can't wait to see it again, I can't praise this film enough in words. See it as soon as you can, I highly recommend it, and it might be the best film I've seen so far this year!"
3.5,2020.01.31,"This is the best Korean film of all time. Now that is not really saying much, as Korean films generally finish fourth in a competition with Chinese, Japanese and Indian films in Asia. But if this film is any indication, Korea may be on the cusp of jumping over one of their competitors in Asia. This black comedy has the feel of Coen Brothers special, though not quite as pithy or broad. There is more character development here than in most Coen films (with the exception of Fargo). Joon-Ho does a great job of writing and directing and brings his vision home to roost without any apparent flaws. Each actor in the film does a very nice job, with the daughter of the hustler family (I love good hustler films) doing an outstanding turn. I look forward to Joon-Ho's next project."
2.0,2020.04.04,"After a first screening in a theatre, I couldn't understand the hype around PARASITE. So I watched it a second time at home and once again wasn't impressed at all. I suppose it's just not my kind of flick, and as I write this review a few months later, I realize that I don't remember much of it, even after seeing it twice. I have read all the praising comments with a 10/10 note, but couldn't find any of the qualities described, as if people commented another movie."
