content,rating,date,source_site
"well i cant understand how this film defeated the joker and 1917 at the oscars

nice movie yes but not spectacular

a lot of plot shortcuts as if the poor family were world class con artists so illogical",3.0,2020-02-14,imdb
i cant believe that this movie is being called a masterpiece it was ok at best to me it feels like the director wanted to represent the feelings of the lower class population towards the rich but he failed miserably because its potrayal of both the rich and the poor is so illogical i honestly felt like i was watching an adaptation of a bad fanfic i think only people who are easily impressed would enjoy this movie,0.5,2020-01-05,imdb
i absolutely loved this film i thought it was sad darkly funny discomfiting and absolutely brilliant its hard to talk about the script and its astute observations about class and equality without giving too much away but oh my so many stairways so leaden with meaning if you arent into foreign movies because of the subtitles id still highly recommend seeing this he is such a master of image and setting that it conveys as much as the dialogue ive got snowpiercer lined up to watch tomorrow for a fullon bong joonho weekend,5.0,2020-01-11,imdb
the academy awards are in 5 days and parasite is nominated for 6 oscars including best picture i thought that the most simple comparison to make is between this and once upon a time in hollywood both films are entertaining throughout the entire runtime but really blast off in a bizarre fashion in the final minutes parasite is at its best when it uses haunting imagery and compelling character relationships to drive the plot forward this is one to root for at the awards,4.5,2020-02-05,imdb
you have to watch it for yourself to appreciate the story telling and cinematography im a superhero dumb action flicks type of person but once in a while i can appreciate a good film and this is it,4.5,2020-02-09,imdb
"there are no flaws it has transcended film itself its funny scary sad and gripping from start to finish as one critic put it its a magic trick

i dont care if you cant take subtitles or whatever i can easily recommend this film to anybody please watch it and support foreign arthouse and indie cinema but i implore you go in blind

and im hoping for a best picture win at the oscars

bong joonhos masterpiece",5.0,2019-12-04,imdb
the movie is delivered so artistically while being interesting the whole way through the hole the characters dig themselves into get deeper exponentially and youre completely on edge the last twenty minutes immediately after the movie i was shook to the core afterwards i had to do a lot of thinking to fully process what i just watched and understand the social messages amazing movie and i know for sure this is not going to get the attention it deserves because it is a korean film,5.0,2019-11-27,imdb
i do recommend this film but it definitely isnt the rip roaring masterpiece you read about comparing it to classics like the godfather casablanca etc why it received so many accolades is beyond me probably because it stuck out amongst a sea of mediocre films the acting was fine its the story itself that left a lot to be desired i really had high hopes going into this one at least it didnt fall knee deep into the korean trope of crying crying crying till every handkerchief is dripping wet,3.5,2020-01-05,imdb
perfectly told story with perfectly logical plots and motives for every character justification for every frame and accompanied by a thoughtprovoking message that lingers long after you leave the theatre surely one of the best of cinema,5.0,2019-12-26,imdb
"mrs shullivan and i finally decided to sit down and read english subtitles this 2020 academy award best picture winner and both of us felt it was decent enough but to win best picture against a great film like once upon a time in hollywood i think director quentin tarantino was absolutely robbed i guess when the usa is losing a lot of its film credibility with powerhouse producers such as harvey weinstein finally being put behind bars and the decades old usa social justice upheavel the academy felt it was about time to suck up to foreign countries and give the best picture to another country to start showing they can be inclusive so why not send some awards to south korea

we heard a lot of good feedback from friends and family about parasite and i would agree that the first half was decent enough but the latter half i felt i was watching a cheap version of a bruce lee action film

i really enjoyed the cinematography and the set designs were eloquent but the story failed to impress me and the character development literally fizzled sort of like when in the 1939 wizard of oz the wicked witch of the west melted when water was thrown upon her i cannot honestly say this was a memorable film certainly not academy award best picture worthy and i would not recommend this film as a must see such as the 2019 one upon a time in hollywood is a must see at least three times

i give parasite a decent but no higher imdb rating then 6 out of 10",3.0,2020-11-16,imdb
this movie is trying to say that capitalism is causing both the rich and poor to become parasites  the poor are scam artists lying for money and the rich are using the poor to nurture their kids but its a mess of a story not a masterpiece in the real world the poor definitely have to fight major barriers to get ahead but this movie doesnt have any depth  the symbolism is amateurish the characters are one dimensional and inconsistent and the dialogue between rich and poor is totally unrealistic the movie makes it seem like the poor are all scamming bumbling psychopaths and the rich are all naive and emotionally clueless sorry its an ignorant view of the world it makes me realize how disconnected from reality the entertainment industry and its official reviewers have become or maybe hollywood is trying to gain more money and audience share in overseas markets so they promoted this one,0.5,2020-02-15,imdb
"i am more than delighted to say that this twisted dark comedy from south korea more than lives up to the hype it was the recipient of the palm dor this year at cannes and has received universally ecstatic reviews its an absolute masterpiece and one of the best films of the past ten years

i wont say too much about the plot to avoid giving anything away but the film tells the story of a poor family of con artists in south korea who begin to start being employed by a gullible extremely wealthy family the narrative manages to effortlessly and seamlessly combine astounding entertainment with efficacious and impactful social commentary the film is loaded with substantial messages about class divides not only in south korean society but also in the world as a whole from there its main raison dêtre expands to the analysis of how we can respond to such divides when placed in extreme situations the results are shocking startling hilarious and utterly brilliant such results certainly couldnt be achieved without a truly outstanding cast but lucky for us bong joonho has assembled an astonishing ensemble even more impressive is the films character development while the films primary characters are often not the most ethical they are surprisingly likable and multidimensionalespecially when heightened by both emotion and tone youll certainly remember them long after the credits roll

but whats most unforgettable about parasite is that the film manipulates in the best way possible its tone in so many unique and engaging ways that it is able to fully subvert the viewers expectations of not only how the film will go but how tone in a film of any kind can be executed under normative conditions combining laughoutloud witty comedy taut suspense and moments of pitchblack darkness viewers will be fully immersed in one of the most unpredictable narratives put on film of the past twenty years",5.0,2019-10-20,imdb
i predict a strong hard campaign to make this south korean movie become a hype until to get its deserved oscar the allegory is pretty awesome i recommend to get a blindly watch because this could be very useful im gonna pay attention more on next joonho bongs projects,4.5,2019-10-31,imdb
with this tough genre mix south korean cinema has created a masterpiece the complex and fascinating examination of the class struggle once again underpins the ingenuity of its director bong joonho,5.0,2019-12-19,imdb
my favorite foreign language film and definitely my top 20 if not top 10 favorite film of all time one of the most amazing story telling i have ever seen in a movie,5.0,2019-12-03,imdb
"just saw parasite for the first time with subtitles for a foreign film from korea this is very accessible for all languages and audiences the actors are all expressive attractive and do a really good job acting the story has lots of universal contemporary components to it of pop culture

for what its worth the best way to describe this movie would be by calling it something like south koreas city of god or something along those lines what you have here is an impressive foreign film that is stylishly directed wellwritten and pretty gritty

it starts out as a fun and enjoyable dark comedy which slowly dwindles down during the second half when it becomes part thriller part mystery without giving away spoilers

i wanted to give this movie the full 10 rating but unfortunately i just could not sorry but i had to question the ease at which the events unfolded and thats not to say that it wasnt fun and perhaps it had to be that way to make the movie work but there was slightly just enough questions to take it out of the perfect range of storytelling the same issue also arose in the second back half of the movie some of the events that unfolded towards the end also raised some questions which cause it to not be a perfect 10

however other than these two fairly big big enough to deduct two points flaws the script is practically perfect especially for a foreign film the writers and director did a nice job of developing the story and added just enough layers to captivate immerse and challenge your mind while also keeping it entertaining they added just enough style to differentiate it and make it stand out as something thoughtful and creatively made

i was hoping this would win me over for a best picture oscar upset contender but unfortunately it just didnt quite prove enough to me to have confidence in that possibility",4.0,2020-02-09,imdb
parasite is a modern day masterpiece even though its not one of my favorite films nor is it my favorite film of the year i have one tiny issue with the film but it is more of a nitpick the films message is a little on the nose but i dont have a huge issue with it but it is noticeable other than that this film is perfect there is not one bad performance in the movie cho yeojeong park sodam and kangho song are standouts from the film all 3 of them have some of the best acting of the year their work with a fantastic script that is incredibly well written and clever makes their performance so much more enjoyable another aspect i loved was the cinematography the films slow camera movements and slow tracking shots look absolutely beautiful which go along great with the fantastic production design the films story and themes make this film incredible the story of this poor family slowly infiltrating a rich family only to find out that their house is not what it seems its so incredibly tense you never know what is going to happen next and its always surprising to see what eventually happens the film has themes of class divide and class warfare throughout which are very profound the rich family says these lines about how great their life is while the opposite is happening to the poor family every time this occurs you see how the poor family reacts and makes the scene and film itself dramatically more tense another thing i liked about the film was the score by jung jaeil his score adds so much more to the tension i know im using the word tension a lot but thats what this film is a constant build up of tension scene by scene until it all culminates in the finale for me each passing scene left me more and more on the edge of my seat one final aspect i want to touch on is the humor,5.0,2019-10-30,imdb
"i want my time back i kept expecting it to evolve into somethig it didnt there were no twtists no evloution of the characters overall placing was slow and plot was meh

the worst sin is  it wasnt entertaining at the end of teh day a movie that doesnt entertain is a bad movie do you know wha ttha call a movie that teaches you something a documentary",3.0,2025-10-25,imdb
just wanted to register my 10 for this movie im late with this review and have nothing to add to the many other reviews previously posted,5.0,2020-01-08,imdb
good movie but its not amazing this movie is overrated,3.5,2021-01-11,imdb
should have known when it got the academy award for best picture it would be disappointing i really enjoyed bong joonhos memories of a murder and mother unfortunately in this movie there was no character development and the characters were just stereotyped cliches the less fortunate family was just a pack of sociopathic dirt bags and the well off family was laughable with its disinterested father pretentious and anxious mother the spoiled son who runs riot pretending to be a native american as he preys on the house maid with his bow and arrow set and finally the moody withdrawn awkward daughter the only character with any spark is the previous housemaid the story plods along in predictable fashion with an ending without redemption or closure for any of these pathetic souls for an academy award winner there were so many silly and unbelievable scenes where things magically disappeared from one scene to the next most notably how the hell did the son in the less fortunate family get that rock back after his misfortune see the movie and youll see how ridiculous that is the morse code nonsense was tied together poorly and with little purpose movie ran out of steam at the end with nothing happening to leave the audience satisfied or even thinking about what just happened,2.0,2020-02-14,imdb
parasite stands atop the rest of the competition as the best film of 2019 director bong joonho delivers his masterpiece a film that has you hooked from the very beginning over the course of parasites runtime it draws you deeper and deeper into its world demanding more and more of your attention just when your investment in the characters peaks bong joonho takes parasite off the rails and delivers a striking message on the innate struggles between classes add in fantastic performances and cinematography and you have the mustsee film of 2019,5.0,2020-01-06,imdb
this is  no doubt modern masterpiece talent imagination wisdom combined with actual theme make this one of the best movies in the 21st century go and see it,5.0,2019-09-26,imdb
"directed by bong joonho parasite follows the members of a poor household kim scheming to become employees of a much wealthier family park by posing as unrelated highly qualified individuals

this movie exceeded my expectations what a way to showcase class struggles and differences between the wealthy and financially lacking in brilliantly done social commentary this movie feels like its moving at lightning pace because of how effortlessly it flows there isnt a dull moment to it youre either on edge or learning more about its welldefined characters each is distinct and so well performed i recognized koreancanadian actor woosik choi from train to busan hes looking fine in this too btw xd as the brother kiwoo i may be biased because ive grown to really like seeing him but he was my favorite character in this film i see him as the main character since he really starts the film with a conversation and ends it with a monologue to his father really well done applause to you sir

i loved seeing the scheming involved in this with a name like parasite i thought this was going to be scifi in nature but its not at all its more of a home invasion film where the rich owners willingly allow these people to come into their lives the kim family were some sneaky ba let me tell you and i loved it its like a better version of oceans films sorry fans of that series but with less heisting and more actual manual labour but still a lot of deception showing class division without making the rich too villainlike so seeing as the storyscreenplay was superb its of course coupled with great cameraworkvisual representations and an onpoint soundtrack to back it up theres some amazing parallel driven scenes that involve flooding that show that you dont have to treat an audience like they need to be spoonfed information which i appreciate a lot im so glad this film had a us",4.5,2020-01-23,imdb
dont read another review dont watch a trailer as soon as you get the next opportunity watch this film thats all,5.0,2019-11-14,imdb
i dont know whether if its just me but each member of the parasitic family reminded me of some or other person that we would have met in our lives and even to ourselves it is one of those movies that has brilliantly captured human greed and class discrimination onscreen the film starts out portraying the kim family their love for each other amidst all the poverty and difficulties and their omnipresent desire to grow rich a lucky stone introduced in the beginning and running throughout the plot probables resonates with a classic human trait clinging to the narrator throughout the plot the alltoopowerful plot throws up some brilliant twists that could never have been guessed upon one of them leading to the protogonists running away from the affluent parks home after an eventful night this scene is potrayed too realistic that it produces a sense of helplessness in the viewers this juncture in the movie was too overwhelming for me the brilliant but subtle portrayal of the darkness clouding into their lives and the classic reminder of actions gone too far makes you feel for them the transformation that the narrators father undergoes after this night and his subsequent actions is a powerful blow to the socio economic casteism that is present in our world a brilliant masterpiece that deserves to be watched and felt upon,5.0,2019-12-25,imdb
opening scene  quite funny  and wity  movie goes in a very funny way and  keep us for there  later the movie is gets involving and  stroy pick ups yhe the pace  hats off to the actors  and director giving a such good content  its not a movie its art  must watch movie,5.0,2020-01-13,imdb
disturbingly good even though i dont like the plot and the ending there are so many messages in the movie and this is not american fairy tale so watched it and i realized this movie was not made to entertain myself,3.5,2020-01-20,imdb
go for it and youll not be disappointed go for it and youll not be disappointed go for it and youll not be disappointed,5.0,2019-11-24,imdb
i dont want to be a troll but this movie is a bit overrated i think we have much better dramas in turkish cinema,3.0,2020-03-07,imdb
just won oscars cz concept was new but this itself doesnt make it a better movie than joker over hyped mediocre and people reviewing it in mob mentality nothing against korean movies,2.5,2020-03-28,imdb
"parasite 2019

1010 

such immense effort put into a film about the high and low class parasite is as surprising as it is a nail biter that keeps you guessing until the very end

the struggle of money is a huge and impactful aspect of the everyday lives us human beings go through everyday no matter the case desperation is imminent and dire actions come into play parasite does away with telling a tale of class greed and the values or family director bong jooho who brought you the host and snowpiercer creates a layered masterpiece that keeps you on edge every second due to the flawless writing and acting within acting if you watch youll understand that keeps parasite from ever falling under even the score and cinematography assist the film in being anxiety inducing although it is considered a crimecomedy i found parasite to be a scary type of film think about it manipulation can occur at the hand of anyone that remotely tries it no matter how witty andor smart the victim is the horrors of reality stand and it is never too safe to be alert of the occurrences that surround you getting to the ending which i will discuss briefly without giving anything away is the kind of ending that provokes nervous laughter at the hand of suddenness and sensibility its one of those endings that involve so much but that much just happens to work so well in the films favor its haunting its daunting and serves the purpose of leaving a mark

verdict parasite is one of a kind and is easily one of the best films of the year theres nothing to not like about this and itll sure stay with you after the first viewing",5.0,2019-11-10,imdb
"bong joonho is an outstanding director and this might be his best work yet parasite is one of the best movies of the entire decade hell id go as far as saying no other movie this decade quite matches it its funny its heartbreaking its intense it does all of this while not feeling tonally inconsistent or confused which is something that many films fail to do the acting is incredible and the characters themselves are fantastic with no good guys or bad guys theyre people they feel like real and believable characters which is such a refreshing change of pace from all of the bloated action movies that we get every year its well shot as to be expected and the social commentary is fantastic

this is the first movie ive seen in the longest time that i can describe as perfect i loved every single bit of it",5.0,2020-01-16,imdb
"brilliant  first time have seen a korean film and cannot be more impressed its like satyajit ray meets quentin tarantino  social cast issue with so many symbolysims meet brutal reality and violence depicted in a witty thriller 

kudos",5.0,2020-01-16,imdb
this movie has 2 parts the first one a kind of comedy but too much smart and the second is a complete tragedy this year the oscar awrd is very interesting there are wonderful movies and parasite is one of them,4.5,2020-01-19,imdb
"usually it has been observed that the movies start with high ratings because fans give the highest possible ratings initially but when more people watch them the ratings decline but this one going up in the chart

this says a lot about this one

another korean master piece after oldboy dont miss it thanks me later",5.0,2019-12-01,imdb
"a family who doesnt have a lot of money or opportunities in life starts working for a wealthy family but will this change the life of the poor family

director bong joon ho screenwriters bong joon ho han jin wan cast song kang ho lee sun kyun cho yeo jeong choi woo shik park so dam lee jung eun chang hyae jin in the movie we follow the kim family who doesnt have much money by chance the son in the family starts working for the wealthy park family he teaches their daughter english now the rest of the family sees opportunities to make money and they have a plan to remove the rest of the staff who work for the wealthy park family and then take the jobs themselves

bong joon ho addresses deeper themes but he always manages to create entertainment and some surprising scenes that bring out the smile the movie is mostly charming until the kim family discovers the big secret of the house

then the movie starts to get darker and it explodes into a wonderful finale where we see and understand the message of the movie the title of the movie turns things on its head because what i thought to be quite obvious at the beginning of the movie is turned upside down and i got an aha experience parasites are found in all classes of society

from a technical aspect i think this was a beautifully crafted film from the direction to the cinematography there are so many beautiful scenes in the movie and its pretty well done considering that most of the action takes place inside the big house and the not so big gardenmy favorite sequence is when the kim family has to run home when the rain is pouring down and you feel like theyre on board the titanic they must run from the top and down to the engine room what a wonderful sequence and its so beautiful to watch

the cast was fantastic and everyone fit the needs of their roles the characters were wellwritten with the performances complementing that perfectly",4.5,2020-02-09,imdb
"kim katek and his near do well family literally living in the lower depths catches a break when their son obtains employment as a tutor for a wealthy family craftily the family conspires to inveigle its way into the household of the parks by getting the chauffeur and longtime housekeeper fired and setting themselves up inside the lavish domicile with a garden of eden for a front yard things quickly take a turn however when the housekeeper returns for something she left behind

working with basically two class defining sets parasite is a well filmed an interesting watch with the plot slowly unfolding in a darkly comic fashion before going into self induced chaotic free fall from the plausible to the absurd with a hurried climax and unsatisfying epilogue director joon hobong and cinematographer kyong pyo hong do an excellent job of contrasting settings situations jabs about class and characters early equally dividing the roles of his adult characters all benign and petty in their own way it adds to the fascination of where this slightly off balance plot is going when the wheels come off with no end game to the plot hobong decides to end it in conflagration and an insipid post climax that demands it defy logic",3.0,2019-11-13,imdb
"the only reason im giving it a 8 its because i wouldnt watch it again gave me so many emotions it was a whole rollercoaster i felt anxious worried sad and even happy at some point made me feel fear at so many scenes it really plays with your mind

masterpiece yes would i watch it again heck no",4.0,2020-01-17,imdb
probably one of the most overrated movies in recent years if i had to summarize this movie to someone that hasnt watched it i would say its a movie about a poor family that manages to get into some rich familys house and they end up being killed by some random psycho that was hiding in the basement for years i liked some parts of the movie especially the first half but it kept getting worse and more random every second what is the moral of this story not having a plan is always better life can change in a split second i dont get the end of the story nor do i know why the guy decided to kill the people he killed the definition of overrated,3.0,2024-01-30,imdb
richly appointed a glitterati champagne cannes launch to an inebriated fanfare of stratospheric expectation then unexpectedly in midjourney an iceberg crash an unsettling sinking feeling followed by an agonizingly slow cascade into drowning horror compared to another mediocre superhero movie it might rank favourably but a far cry from tati or hitchcock closer to a stylish 70s exploitation film,1.5,2019-12-28,imdb
definitely one of the best movies ive seen in the recent years the laughter the suspense the shock  and especially the hilarious twist in the middle at the same time it presents a wonderful critique of society i just loved it everything youd expect of a korean movie and more,5.0,2019-11-08,imdb
"ive wanted to see this awhile but the consistent rave reviews actually made me hesitate and put it off for fear of disappointmentnothing is ever that good but i genuinely and thoroughly loved this

the themes are common enough but told in such a way and with such a unique story to be legitimately fresh the subtle nuances of performance can sometimes get lost in subtitles but not in this case  each actor transcends language in conveying their character the plot twists and turns between random chuckles and stark darkness from the start to the shocking sad and satisfying finish

the hype is real  definitely one of the best movies of the year and of recent years dont miss it",4.5,2020-01-21,imdb
just wow i loved every second of this film the cinematography is on point such a beautiful film and such a great plot go see this movie,5.0,2020-01-17,imdb
first off i feel like you either get this movie or you dont that simple there is so much thought provoking duality that comes into play those who rate it poorly seem to miss this part of the story i dont want to give spoilers but if you truly allow yourself to go on the emotional roller coaster that this movie is it will leave you thinking about all the twists and turns for days,5.0,2020-01-17,imdb
"last night was one of the most thrilling experiences i have had watching a film

i attended a small arthouse theatre close to 15 minutes from my house i finally saw a movie i had been yearning for some time i am a little late to the party in regards to my timing of this film but i am ecstatic i got to view it in a theatre i wanted to go in with no expectations because typically i am let down i have a tendency nitpick as a viewer which can make some movies difficult to enjoy i was aware that it had won best foreign film at the golden globes and had received much critical acclaim i cannot recall seeing another bong joon ho film except possibly the host in which case it was so long ago i do not remember either way i was excited to see a movie that looked like a family drama with perhaps some suspenseful elements

as i sat in this small cleanly theatre i noticed the majority of people were of asian descent and unless my eyes betrayed me mostly korean i attend movies frequently and it was nice to see a very diverse crowd as the lights dimmed and people munched on their popcorn and drank their cokes i sat there by myself as the only one in my row ready to have a fun experience with whats been regarded as one of the best of the year the first portion of the movie centers around an engaging korean family who live in a lowerclass part of the city looking for jobs they live in a home that is underground but can still see the street through one of the windows the family consists of a young adolescent brother and sister as well as their middleaged parents the movie begins with raucous laughs and instantly makes you engaged with these characters the first 30 mins is truly a fullblown comedy and my theatre could not stop laughing in its own right it is a very effective comedy that had hints of possible dread ahead the hints at suspense begin when another family is brought into the story",5.0,2020-01-09,imdb
"winner of the palme dor for best film in cannes 2019 to say parasite is to speak of five shining stars in the cinematic firmament when you have to spill blood in a film you have to dose it with genius hit the target and know where and when to spill it with cunning and above all understand well why we spill it and get the viewer to understand that reason as well

dont get me wrong parasites is not a bloody drama but a beautiful film that with humor and gravity touches the three classic themes of art it is a tragicomedy about love life and death it is a film about the joy of living about survival about the family of the 21st century but not like the concept of family defined and defended by many that sick stifled definition confined to religious dogmas and eulogistic of expired and obsolete values it is about real and living families of the planet in 2019 many dispossessed and a few privileged in a game of services and currency exchanges in the last days of capitalism with its agenda of violence horror and death

although director bong joonho has already made about ten feature films of various themes i only know one of his films the cult fable the guest a horrific science fiction tale about the relationships within a poor and dysfunctional family of seoul that is put in check when a monster generated by the toxins thrown into the han river by an american scientist kidnaps a young member of that family nucleus again in parasite bong addresses the family issue opposing a poor family made up of the parents and two children to a rich family with the same number of members the moment they cross roads is the basis of the story a third component personified by a housekeeper gives an unexpected twist to the story and leads to the violent climax which is not the end of the fascinating story at this point of the story it still has another 15 minutes of history to tell until the sad final closeup that ends this work",5.0,2019-12-05,imdb
"so maybe im an uncultured swine or maybe some of the effect was lost in translation but whatever it may be im not sure i understand the hype around this movie

dont get me wrong it was good but it wasnt all that to be honest i thought it was just above average i think i may have liked it more if it was a bit more concise the almost two hour long run time made it feel drawn out especially for nothing super intriguing taking place there were definitely solid moments throughout good acting and a general level of engagement it just didnt super draw me in

i think if i had watched this without being privy to any of the hype i might have liked it more but i guess i was just slightly disappointed regardless this is for sure a fun and thrilling movie that i would still recommend",3.0,2024-01-19,imdb
"this film shows humanity in all its glory we can try to claim the rich are evil and the poor deserve better but these are delusions we create to make us feel better people are terrible they are selfish they are greedy they are unkind its part of human nature no matter how much you have or how little humanity still exists and humanity is the problem

all the problems in the world that make us suffer day to day are caused in the end because we are human nothing we can do about it

the movie was good lol",4.5,2020-01-14,imdb
"this movie is a vastly overrated film but still had some cool moments it just starts off very slow and the first hour is interesting but does drag on after a bit the story is good but it just goes on and on without any real purpose it doesnt really go anywhere until the mid point which has a really cool twist and you feel like the movie will bring up the topic of debt but it just sort of stops then suddenly the final 20 minutes becomes friday the 13th

the biggest issue is that you never feel for the main characters they have no backstory they are poor and nothing else they cant even fold pizza boxes yet still complain when the owner takes off 10 from them they are kinda unlikable and are pretty much scammers they cost people their jobs by lying and we are supposed to feel bad for them they go into peoples house and stay there while the people go on trips you just dont feel for them and at the end they try to have this big emotional revelation but it completely fails why would we feel bad for a bunch of poor scammer who end up being murderers

in the end it had some cool and intense scenes a hot sex scene some cool violent scenes but it is not a masterpiece the story really goes nowhere and in the end it just ends up exactly where it started snowpiercer is a masterpiece go watch that instead

710",3.5,2019-11-03,imdb
i didnt think this film was particular good its not as smart as it thinks it is the infiltration of the house was unrealistic and the so called twist was predictable the oscars have no credibility these days,2.5,2020-08-04,imdb
this was one of the most entertaining and enthralling movies id seen all year everything from the pacing filming characters story and dialogue all converge upon the viewers brain exciting them neurons like fireworks bathing our cortices with explosive brain juice every scene has a purpose and builds upon the story leading up to its climatic ending,5.0,2020-01-16,imdb
are you kidding me that this movie wasnt nominated at bafta i guess all the people voting must have been too wealthy to understand this movie,5.0,2020-01-08,imdb
i was looking forward to watch some kind of survival thrillerthats what i thought from the title but it was completely different but still so convincingit is a high quality movie and a must watch to understand the level of korean thrillersafter watching this movie only one word came iut of my mouth brilliant and understood why it got 10 mins standing ovation at film festival ,5.0,2019-10-25,imdb
simply amazing one of the best movies i watched in 2019 keeps you on the edge all the way great flow the end was something,4.0,2020-02-09,imdb
there are many reasons why korean movies are a top notch and bong joon is definitely one of those this lynchian styled narrative is surely to take you for a ride the movie starts with a light hearted tone but gets seriously dangerous with unexpected turns of events the movie shows off the dark secrets of both rich and the poor and our judgement towards them its a confusing perspective for the viewer on who to feel sorry for which side to take excellent,4.5,2020-02-01,imdb
"a movie that has an entertaining story in the surface and deep meanings as you dive in

the director played it safe by introducing a simple story and gave it a godtier build up with twisted plot this is brilliant  you dont have to complicate it in order to get audience attention

i am sure people will diverge and make speculations about the ending  and will never forget this movie as they live",5.0,2019-12-24,imdb
"while many people seem to have enjoyed the wild mix of genres it left me emotionally detached it starts as a fun plot about getting all members of a skilled yet unemployed poor family working for a rich family without giving away that the poor people belong to the same family taking away from the fun is the fact that the poor family are just horrible people getting rid of the last housekeeper by using her strong allergic reaction when the rich family is away the housekeeper returns and for some reason the poor family lets her in she then discloses that her husband has lived in a secret underground bunker under the house for years after which the tension increases the last part of the movie is more akin to a horror movie with a bloodie conclusion all these tonal shifts made it hard for me to view this movie with any emotional attachment i found myself analysing the movie more than enjoying it

the performances of the actors seem stale and unmotivated with very little gesticulation or similar to express emotion that might be a cultural barrier but reduced my enjoyment nonetheless the soundtrack stayed in the background and i dont remember any of it

the elephant in the room is of course the allegories and metaphors that everyone and their grandma seems to have found in this movie while i agree with quite a lot of the findings considering that i have very little knowledge about south korea metaphors do not make a movie magically better while telling a simple story in a complicated way can be an interesting experiment the movie cannot stand on it alone i would not have enjoyed or rewatched memento if its gimmick of telling a simple story chronologically backwards was the only thing it had to offer the craftsmanship of memento was really good from both actors and crew i missed the good craftsmanship in parasite especially from the actors",3.0,2021-04-16,imdb
"tigers every human emotion

its hilarious its dark its original its powerful its thought provoking

time well spent",5.0,2019-08-28,imdb
but i really dont love it as much as all the fuss it did not deserve to sweep the oscars didnt love it,3.0,2020-06-20,imdb
sometimes i really believe people are high when them watch specific kind of movies in festivals,2.0,2019-11-28,imdb
snowpiercer was very good parasite is even better bong joonho delivers a clever analysis of the class society in which we live today in his ingenious thriller which is horror film comedy and drama at the same time a poor family invades the home of a rich family and starts working for them but who are the real parasites the society of the rich is characterized by friendliness and serenity  but its precisely this habitus that you first have to be able to afford and it shouldnt fool us about the balance of economic power we dont see good or bad individuals in parasite rather bong joonho has created character masks for his characters in order to expose the class relations moreover parasite is a thrilling and aesthetically brilliant movie in which there isnt a single wrong picture,5.0,2019-11-02,imdb
in an age of superhero movies which i love comes a story that is so captivating and engaging from early on that i hope it wins an oscar unlike other years where the oscar buzzy movies are really drawn out or not that great this movie is something that everyone can understand and the story flow twists and turns and commentary on society all are so well done my wife and i loved this movie this is definitely a classic,5.0,2019-10-12,imdb
one of the best movies i have ever watched in years the life of the rich and the poor yet never felt cliché not even once very unpredictable and the anxiety you get from watching the movie is thrilling yet you dont know which character to root for because they have their own stories so please watch it you wont regret it,5.0,2019-11-14,imdb
"this is one of those rare movies that actually transcend the astronomical hype surrounding it so many elements of this film are packed with depth and richness funny brutally sad suspenseful entertaining and strange cannot say enough good things about the seamless transitions and rhythms of the directing

parts of this movie have been branded in my brain forever and im completely fine with that

i am huge bong joonho fan and this is his best movie to date right above memories of murder",5.0,2019-11-07,imdb
this is of the best original movies i have seen in a long time im usually not a huge foreign movie fan unless its a good horror movie but this movie really was that good just when you think you have an idea where the movie is heading it completely surprises you,5.0,2020-01-31,imdb
one of the best films the way this movie takes you in the history is just the right way everything connects perfectly well written and there is no notable mistakes if you like thrillers and seen other things that american films this is the movie one of the best movies in 2019,4.0,2020-01-30,imdb
it was a disappointing it was not bad but it was to long and the story starts strong and then the story changed from poor people to smart people and back to stupid people the rich family didnt do anything wrong in my opinion you dont hated both families so at the end i was thinking where is the rich family i didnt get any connection with the poor family,3.0,2021-04-11,imdb
"edit after the oscars craze i felt compelled to talk about the good but overrated comments that i see more and more parasite is the perfect example of contemporary art its very easily digestible by the masses as it is an objectively entertaining movie that even marveldcaudiences can enjoy however this movie is so layered that you can dig for days and still find hidden meanings and metaphors theyre subtle enough though that a casual viewer can ignore them without loosing any part of the entertainment aspect those who seek an important and complex message can find it and those who seek a 2hour entertainment can also find it therefore we have the good but overrated phenomenon

ive just recently been introduced to the skorean film industry after a long break from contemporary hollywood movies my faith and excitement for cinema has been restored thanks to skorean films i firstly want to talk generally about the differences between big hollywood blockbusters and what ive experienced with korean cinema so far just for reference the korean movies ive seen so far are basically crimedramamystery movies with my top 3 being 1 parasite 2 the chaser 3 memories of murder but there are many that ive yet to watch what all of those movies have in common is the fact that they are not afraid to be areal enough to make you relate and feel like you are part of that world bfunny with respect to the story and the characters and c weirdly they felt like they werent trying too much i dont know if its just me being sick of all the hollywoods trying to be super cool act but i find it refreshing to see a movie not talking itself too seriously but at the same time handling very serious topics without losing the balance of all the above mentioned characteristics and i find that very hard to do it really is a thin line i am so excited to have discovered s",5.0,2019-11-18,imdb
a raw portrayal of south korean society where wealth inequality is at an alltime high the film depicts a poor family forced to survive by clinging onto  even parasitizing  a wealthy household the harsh reality it unveils is more brutal than i ever anticipated the title may sound like japans parasite but theres nothing supernatural herejust the raw complex layers of human nature on display i dont want to spoil anything but the tragic end for both the rich and poor families speaks volumes this isnt just a glimpse into south korean society as seen on tv it hints at darker more horrifying societal issues lurking beneath the surface,3.5,2024-11-01,imdb
