rating,date,content
3.5,2026.01.23,"The ending is effective but I'm not sure it says much, other than that the disparities between rich and poor are senseless; that they breed mutual enmity out of resentment and indignation, or a sense of effete, supercillious perogative. It's layered, sure. It's also well executed; and in it's own way incisive. But honestly, I don't think it's ultimately saying anything a reasonably intelligent person, with enough life experience hasn't figured out for themselves already. Or maybe I've just been poor for too long? Are you stinking rich? Well, good for you! Watch Parasite. Or don't, no one will care, least of all you, either way. Are you poor? Well, you probably won't be overly impressed. Are you middle-class? Well, no one cares for your opinions of this film, excepting other middle class folk of course. So have at it!"
4,2025.01.18,Parasite isn't the grand treatise on class disparity that people have made it out to be. But it's a great thriller that's just ridiculous enough to keep from being too depressing.
5,2025.01.17,"An amazing dark comedy thriller that seamlessly blends clever satire and dreadful tension about class divide and how it forces otherwise good people into a fight for survival by any means necessary. Despite the subtitles, I was so engrossed by the almost-hypnotic visual storytelling, the easily relatable identifiable performances, and the page-turner narrative that constantly keeps you on your toes with not knowing where the story's going yet continuously building upon itself with amazingly brisk pacing despite its 2+ hour runtime. I love how there's so many layers to the themes and even who's the real titular ""parasite"" given all the individual actions vs the root systematic cause of their actions. It's also just genuinely hilarious despite the dark turn it takes. But even that dark turn feels naturally woven into the narrative without feeling like cheap scares for shock value. It's an amazing cinematic experience and easily one of my favorite movies of 2019."
5,2025.01.12,Parasite is one of the best movies ever created. A true masterpiece!!!!
5,2025.01.12,"An amazing movie full of twists, turns, never ending surprises, this was a movie I didn't know much about (other than the shortest of summaries and the fact it won the Oscar for best picture). It exceeded all expectations for me."
5,2025.01.07,"Bursting with ideas and a complete hodgepodge of genres that all come together quite brilliantly, this is a rare film indeed and a thrill ride to boot."
5,2025.01.05,"Nothing to add, a modern masterpiece."
1,2025.01.04,One of the worst films I've seen. Should really be renamed Parashi*e.
5,2024.12.29,The best movie I ever seen in my life
5,2024.12.28,"Challenging social comentary and reflection on social pressures on individuals/families. Wonderful tension in the story and between the characters. Some big moments, with expert presentation and handling. It isn't just entertaining, it is edifying and challenging."
3.5,2024.12.26,Good and thought-provoking movie? Yes. Number 1 on endless lists and worthy of an Oscar? Not in my opinion.
4,2024.12.25,8.3/10 прекрасный фильм
5,2024.12.22,"Incredible at making you uncomfortable, and plot was great"
5,2024.12.19,You will fall in love with Korean cinema
0.5,2024.12.15,"Solo a un cinefilo puede parecerle una obra maestra, porque es el mismo tipo de personas que le fascina ver una pila de baldes con arena caerse. Para colmo un tipo escribe: ""La mejor pelicula de todos los tiempos"", seguro es la unica pelicula que vio."
5,2024.12.15,"This film is pure genius. There is nothing imperfect about this movie. It is funny, thrilling, dramatic, and satirical all at once in the best possible way. This movie has so much to say about the way that we think about and treat others and presents these thoughts through and interesting plot, genius dialogue, and amazing acting. This movie is the perfect length and is a constant thrill ride that never really slows down. The ending is amazing and satisfies the viewer in all ways. I am thrilled to see more films by Bong Joon-Ho and am especially excited for Mickey 17 this spring."
5,2024.12.12,Eu fiquei pensando em um roteiro tão simples que ganhou vários prêmios.
5,2024.12.09,The greatest movie of all time
4.5,2024.12.03,"Don't get me wrong, this was a great movie but was it the best movie I've seen in years? I wouldn't go that far. Still, the acting was amazing. The cinematography was stellar. The story was great but it wasn't necessarily mind blowing."
0.5,2024.11.30,"Most overrated and overhyped film I've seen in forever. And I was SO up for this film. LITERALLY every other film that was nominated for Best Picture at the Oscars that this was up against were better than this. It shouldn't have even been nominated! And yes, I DID 'get it' AND understand it, it was still terrible."
4,2024.11.22,Nice casting. Coming with a story that will depict what the society is ideed.
3,2024.11.20,"Everyone raves about this movie. I mean YA, I GET IT, ITS GOOD. I just didn't like the way it made me feel. You know? I felt like I was anxious and like I was cringing the whole movie. Maybe it's just because I watched it by myself, but I don't know. Still giving it 3 stars, and you can kick rocks if this rating pisses you off."
3.5,2024.11.19,"It's a nice and high-quality movie to watch. I really liked the course of events, but there were some boring scenes, but I think it's a quality movie with a good progression. It's worth watching."
5,2024.11.15,This is a once in a lifetime masterpiece. It deserves all of the oscars it’s won and so much more. This film is etched into my memory forever as a work of art.
5,2024.11.04,Incredible film from start to finish. Combines genres and delivers tension without sacrificing a gripping story. Deserves all the accolades and more.
5,2024.11.03,"I just finished watching the Film. The first thing I need to say, shouldn't be about the film itself but rather about the feelings within me right after it. I am sure many of you might know the painful feeling of emptiness, one might experience if ones favorite Series, with characters and a Story, you had the chance to bond to over an extensive amount of time and many episodes and seasons, comes to an end. You just feel without a clear goal. It feels like a good friend has died (ok maybe not that bad) and you need to learn what to do with yourself again after having got used to spending all your time with him/her. This was the first movie, that made me feel this way. You might say, that feeling like this might sound like a terrible thing, and in some way it is. But if I personally deeply think about it I would object. This feeling is a wonderful testiment of how great a movie was able to touch the viewers emotion and soul. In a weird philosophical way it is proof of the true humanity of everybody that feels it. I dont think this movies brilliance can be boiled down or be dissected in individual parts like cinematography, characters or story. It is the great sum of all those parts that creates the true brilliance, being the feelings it awakens in its viewers. It perfectly mirrors an each and every humans being in a way. This is why you might feel a rush of those described negative emotions. But if you think about it and feel really deep within yourself...It also awakens the feeling of being understood and a part of a greater, loneliness-expelling community of beings that are in some or another way connected by interest or emotion and therefore possess the ability to archieve wonderful and amazing feats... ...such as creating this movie"
4,2024.10.27,"A masterful blend of dark humor and social commentary, delivered a thrilling narrative with unexpected twists."
4,2024.10.21,"As entertaining as it may be, the ending meets the viewer's expectations."
4,2024.10.17,"This Movie was intense! Beautifully filmed and well-depicted lessons on greed from many perspectives. You can see the tarantinoesc way about this film, but ultimately, this film was its own thing. The framing and the simplicity of dialogue and vision were powerful. Though the violence and this type of intensity sometimes aren't my favorite still, this movie had such awe about it it made sense that it got a movie of the year! It drew you in. For me, there's no need to see it twice, but glad I saw it once."
5,2024.10.15,Absolute masterpiece
4,2024.10.15,"Really good movie! Beautiful cinematography too. I did not like that much some of the events at the end, but still good."
5,2024.10.13,"""Once you overcome the one-inch tall barrier of subtitles, you will be introduced to so many more amazing films."", Bong Joon-ho"
3.5,2024.10.08,Temas sociais que permeiam a classe média e alta da Coreia do Sul são o foco desse drama premiado pela academia com quatro Oscares.
5,2024.10.07,A great movie indeed!
5,2024.10.02,"Stunning, captivating, comedic yet real, raw. Incredible piece."
5,2024.09.29,"Bong Joon Ho is really one of the best directors right now. Parasite, even with this insane ending, it's still so human. what an amazing movie."
1,2024.09.17,An extraordinarily ugly film. The fact that it's done so well only adds to the disgust of it all.
5,2024.09.15,Really good movie.The plot might be confusing unless you look up videos online
5,2024.09.13,The OG eat the rich. The crown jewel of the sub-genre.
3,2024.09.11,"I don’t get the exaggerated hype. Sure, this is one unpredictable plot with great cinematography and performances, sprinkled with an entrancing soundtrack. That makes it far from perfect nonetheless. The first part is tedious and seems elongated, while the second part is not that different, except for a slightly-rushed infamous scene. As a whole, Parasite is peculiar but also somewhat pretentious, and this has nothing to do with the portrayal of a snobbish bunch, but rather with the way through which this snobby-needy juxtaposition is dealt with. In a world of extremes where the ratings for this movie are either 5 stars or just half a star, I choose to take the rocky path, and declare the following: this isn’t a movie one would find oneself itching to watch again any time soon, but it also isn’t one short of standing beside the classics."
0.5,2024.09.10,Hated this boring movie. I should have been warned when the critics like something.
4,2024.09.05,"Watched this without any knowledge of what it was about on an airplane. I knew it was a contender for best film a few years ago but didn't know anything more. I was pretty entertained and shocked in a good way by the film. It was pretty stressful at times, but a good movie makes you feel things! Would recommend."
5,2024.09.02,"Parasite is a hands-down masterpiece. Cinematography, acting, atmosphere and plot are flawless; it is pure fun from beginning to end."
5,2024.09.01,No wonder this film won an oscar it's amazing.
5,2024.08.31,"Best movie I've seen in 2024. By far. Checks every box for a great film - character development, plot twists, script, acting, and an incredible story arc. A must see indeed."
5,2024.08.30,Great movie. Very metaphorical.
5,2024.08.27,"Its sad sometimes seeing the diferences between the people who has a lot of money an the people tha don’t. This movie explore that feeling and how that feeling of being diferent is slowly grown up and becoming angry, violence."
4.5,2024.08.25,Dark comedy. That ending. RIP.
5,2024.08.25,"Parasite offers a disturbing analysis of current social disparities, delving deeply into the complexities of modern capitalism. The movie presents a meticulously structured narrative and uses a powerful metaphor to illustrate the tensions of a divided society. As an engaging class warfare thriller, Bong Joon-ho not only critiques the system but does so in a provocative and original way, avoiding didacticism. The result is a cinematic experience that challenges and intrigues, providing deep satisfaction and lasting reflection."
5,2024.08.24,One of the best foreign films you could ever watch.
5,2024.08.24,"""Parasite"" transita por gêneros, de maneira genial e visceral. Com uma bela construção narrativa, que aos poucos vai criando suas consequências, causando o espectador ficar instigado com a trama genial composta por Bong Joon-ho."
5,2024.08.21,"One of the best movies of all time. Absolutely S tier. If you liked this one, I urge you to watch Oldboy."
5,2024.08.21,This movie is art as well as entertainment
5,2024.08.19,"parasite is definitely my favorite movie in the world. the choice of the character it’s literally perfect ! and the social criticism of the film is also very well elaborated, when you discover the meaning of the ""bad smell"" and the ""divider line"" the film gets absolutely better ! but I just can't accept the end of ki-jung …"
4.5,2024.08.05,"Amazing cinematoraphy, story, and writing."
5,2024.07.30,Easily one of the best movies in all of the 2020s
5,2024.07.25,"A fantastic and thrilling watch. After watching it once with my father, we sat again mere months later to rewatch, and it was 100% worth it! The movie is extremely gritty and smart, comedy is perfectly timed and I grew to fell in love with the characters. Not a moment of screentime is wasted, and it definitely deserves more recognition. A fantastic ending, a fantastic movie. Kept me hooked the whole way through!"
1.5,2024.07.21,"It was like an almodovar movie, but korean. Not really the masterpiece the Oscars sold to the world"
5,2024.07.13,esse eh um dos maiores ne
5,2024.07.12,An astounding take and look at classism
5,2024.07.09,"Bong Joon Ho creates a spectacular film with comedy, and drama appearing throughout the film."
5,2024.07.01,"Masterful in a fashion rarely seen in many movies, 'Parasite' is the only film I know where I couldn't imagine it without the wild tonal change."
0.5,2024.07.01,Next......not a good movie
5,2024.06.24,Parasite is a visual masterpiece.
2.5,2024.06.20,"For me this movie did not live up to the hype. How were the Parks, the rich upperclass family, responsible for any of the madness that ensues when they come into contact with despicable Kims? The critics think that this film brilliantly explores the nuances between opposite social classes. I think it was all just rather vapid and pointless."
3,2024.06.18,"Glad to see a foreign film get nominated and win (even though they have their own category). I’m fairly familiar with Korean drama, but for the virgin Kdrama viewer this may have seemed cheesy. I enjoyed the film, aside from that slight cheesiness that is common in Korean film/television. It was darker that typical Korean fare, and the ending was bizarre. This wouldn’t have been my pick for best picture. Too many other great choices this year."
5,2024.06.17,9.1/10 That's it. That's my entire review.
2,2024.06.05,"Even though I like to watch Korean movies, there's a few I like a lot, with this one I didn't clicked at all. It seemed like I've seen it all before. OK, I get the point but its nothing close to groundbreaking and certainly not worth of all the praise it got."
4.5,2024.06.05,just Awesome. The plot the characters the theme. Its uniqueness
5,2024.06.04,"Great film, would describe as a dramatic psychological thriller. The characters and character dynamics really shine in this film and you end up feeling for both families."
4.5,2024.05.29,Wonderful and interesting
4.5,2024.05.28,"It was a bit strange, but despite this was very interesting, pretty uncomfortable and inspiration giving. Also I am not a fan of Korean movies, I may have misunderstood some ideas, don't know."
0.5,2024.05.23,"Not dubbed, never going to officially be dubbed. I stopped watching subbed media a long time ago, I dont want to miss any detail in the background or expression on a face. For that reason, the director's choice, the film is unwatchable."
4.5,2024.05.22,"Perfection in narrative, performance, and direction— Parasite will eat you alive."
5,2024.05.18,"I started watching thinking it would be boring, but it surprised me! Great movie! In the end, I applauded by myself."
5,2024.05.14,Complex ideas crafted to perfection!
2.5,2024.05.06,"I understand the movie refers to the social gap. I really do. But for someone who's already aware of this, the plot makes much ado about nothing? Sure there's a little suspense with the basement, but that's about it. I truly did not see the hype on this movie, as a movie buff as well. I watched it in all subtitles, but I don't think that's what killed the experience for me. The plot felt, nonsensical, or rather, inconsequential. The script didn't have any standouts. The character relationships or other character tropes weren't anything special. The only interesting point was seeing how rich people, aren't really aware of their riches, or how other people might look at them / strive to be like them. Is that truly indicative of a bigger scale or just a piece of these characters, who knows."
5,2024.05.01,Outstanding. The pinnacle of dark humour with a few philosophical moments. A must-see.
5,2024.04.23,"Filme tocante, com várias críticas sociais, mostrando como o capitalismo esmaga as pessoas que não conseguem ter renda alta, e que por suas necessidades acabam cometendo infrações. Vale a pena demais assistir a esse longa, indispensável nos dias atuais."
5,2024.04.22,"Parasita é um clássico instantâneo, o melhor filme do século 21 e um dos melhores de todos os tempos!"
5,2024.04.21,"Bong's masterful writing and direction is evident in this magnum opus clashing entertainment, intrigue, thrill, criticism in our society, and leaving you emotionally hollowed."
4,2024.04.20,"Didn't expect it to have this kind of plot, but still a good movie"
4.5,2024.04.17,"""Parasite"" stands as a cinematic tour de force, a searing indictment of the socioeconomic disparities entrenched within Korean society. Director Bong Joon-ho masterfully crafts a narrative that pulsates with tension, expertly weaving together themes of class struggle and human desperation. The film's chaotic energy is palpable from start to finish, ensnaring viewers in its gripping tale of deceit and survival. At its core, ""Parasite"" presents a scathing critique of the cavernous divide between the haves and the have-nots, as the destitute Kim family infiltrates the affluent Park household through a web of deception. Each twist and turn in the plot serves to intensify the film's relentless momentum, leaving audiences on the edge of their seats as they grapple with the moral ambiguities laid bare before them. What truly sets ""Parasite"" apart is its ability to provoke introspection long after the credits have rolled. The film's rich tapestry of characters and layered narrative demand multiple viewings, each unveiling new depths to explore and dissect. Bong Joon-ho's directorial prowess shines brightly, infusing every frame with a sense of urgency and unease that lingers in the mind. In the end, ""Parasite"" transcends the confines of its genre, emerging as a profound meditation on the human condition and the corrosive effects of inequality. It is a cinematic experience that demands to be rewatched, its impact only deepening with each subsequent viewing. In a landscape inundated with mediocrity, ""Parasite"" stands as a beacon of artistic excellence—a film that will undoubtedly leave an indelible mark on cinema for years to come."
3.5,2024.04.15,"pretty good movie, not my kind of thing but i still liked it"
5,2024.04.13,I love everything about this movie. Definitely my number 1 favorite film of all time.
2.5,2024.04.12,"Mid. This movie has bland characters that are just archetypes for the story which in itself is quite basic, tragically. I'm certain that if this movie was made in the US, the acclaim would have been lower than it is now. There are better classism stories out there, this ain't it."
5,2024.04.08,"This is a heavy story, with conflicting people all over the spectrum of the society. It's a hard mirror for us to look, and an amazing movie."
5,2024.04.07,"I watched this with my son Beebert. He was traumatized and did not understand anything because I had it in Korean because I know Korean but he doesn't and has to learn. Beebert was not enthused by the amount of social commentary in this movie, and left to go watch Wild Kratts. That does not matter, I am the only one that matters."
5,2024.04.07,One of the best films I've seen in my life.
5,2024.04.05,"A masterfully crafted film that expertly blends genres, seamlessly transitioning between comedy, drama, and thriller elements. Bong Joon Ho's direction is superb, as he skilfully builds tension and suspense while also infusing the narrative with biting social commentary."
4,2024.04.05,I love it when movies are this original and fun to watch! It came apart a little bit in the end though.
4.5,2024.04.01,"The consagration for a great filmmaker, getting the worldwide recognition he deserved after a series of magnificent work; even taking home 4 Oscars for himself with this, one of the greatest non-english language movies of the 21st Century, if not of all-time."
1.5,2024.03.30,"Super boring, I wasn't even paying attention until the ending and every part of the movie was very clear to me, so simple and a boring dialogues"
4,2024.03.30,"An immaculately crafted and riveting tale of class divide told with an interesting story, strong performances, and beautiful cinematography."
5,2024.03.27,"It's the best movie, It shows how the class gap can bring a person to the border of madness and how much our words can affect the life of others"
3,2024.03.25,"The first 80 minutes is a boring drawn out predictable track of over explaining the rational to fire everyone. The metaphors are ham fisted. These movies about people being people start to suck after awhile when you deal with people being people 5 days a week. It's a social satire great, it's not saying anything that hasn't already got me down in the past."
5,2024.03.20,"There's nothing about Parasite that hasn't already been said, it truly is an amazing piece of work and deserves all the praise it gets. Plenty of other films have expressed the same social criticisms, but it's the exploration of human desperation with extreme authenticity and realism that is so haunting. It's disturbing, yet brilliant, and is what really makes standout, it exposes the inequalities between social classes, and how it brings out the worst in everyone."
4,2024.03.16,Inesperado. Diferente. Filme surpreendente.
1,2024.03.11,Pretentious weebs like to overstate how good it is.
4.5,2024.03.09,"It begins with a family of four from the lower class in Korean society: a father, mother, eldest son, and younger sister. Both parents are unemployed, and the children did not continue their education. They all lived in a basement room, but then suddenly it was like heaven had given a big blessing to this family. When the eldest brother's friend has to study abroad, So he entrusted him to teach English to a rich man's daughter. However, this apparent stroke of luck eventually leads to unforeseen disaster. And this is the first movie in 92 years of the Oscars to be the winner of this award. It is a non-English-language film. It's undeniable this movie is famous and popularity because of the outstanding cinematography and unforgettable characters. First of all, I will talk about the best scenes that impressed and fascinated me while watching this movie. The scene of walking down the stairs to return to the Mouse Hole home while it rains occurs after the Parasitic family has to escape from the paradise they have only recently enjoyed. The Kim family ran home to save as much of their belongings as possible. After watching that scene made me feel like it reflects society that rich people are at a high point and can take the heart of a crisis, but poor people must overcome their own obstacles. Then, during the conversation with the lady during a phone call, she talked about something that made Kim Ki Taek stop. This is another scene that makes me feel that no matter what class or society you belong to, you will be criticized, looked down on, oppressed, and cynical by someone higher than you anyway. While all the actors in the film deserve praise for their performances, Kim Ki Taek's character, portrayed by Song Kang Ho stands out of the narrative. I really love him because, he is the main characters that makes the story fun, hilarious, tense, and thrilling at the same time. He made the story colorful and not too stressful. I agree that some characters may detract from the main plot. Therefore, time doesn't seem fluid and it takes time to watch it several times to understand that point. Transitioning to the architectural symbolism employed by the creator. The stark class divide is clearly expressed in the design of the Park family's home It has a raised entrance and clearly delineated glass edges. This suggests that the production is highlighting socio-economic differences. To reinforce the main issue of inequality. Moving on to the movie's overall impact, I enjoyed with many emotions and perspectives, but the things that make this movie win so many awards and praise are the analysis and solving of each case and the clear satire of life. If anyone likes this kind of movie, it's certainly one worth watching."
5,2024.03.07,"Una obra maestra. Cinco estrellas totales. Una película sensacional, bastante argentina en varios aspectos."
4.5,2024.03.04,"The gold standard of what every ""eat the rich"" satire wants to be"
5,2024.02.26,"This movie was the best i ever wathced in my life, from story telling to camera shots. Just one thing, the movie ending would be more intresting if the son from poor family when he got hit by the rock, developed some pshihological problems and top that there was kinda lack of conflic bethen poor family dauther and his ""studient"""
4,2024.02.25,Very deep and refreshingly original. Loved it.
5,2024.02.23,I ABSOLUTOOTLY LOVE IT
5,2024.02.23,Melhor filme que já foi feito já história da humanidade! Até os dias de hoje.
3.5,2024.02.18,"Although vastly overrated, 기생충 starts with a very creative idea, supported by lovable performances. Unfortunately, it soon falls apart due to the Korean adagium that some super unrealistic thing absolutely MUST happen to keep a movie from being boring, and as soon as the film takes that turn, there's really nowhere for it to go but an uninspired conclusion."
4.5,2024.01.31,"The acting in this movie is acceptable and we accept all the characters, but in terms of structure, narrative, mise-en-scène and framing, this movie is very good. I think the director knows what he wants and knows how to show it, and this is the art of directing."
5,2024.01.23,Great storytelling! One of my faves..
5,2024.01.21,This film was genius and it deserved all the awards it received.
5,2024.01.17,"After you watch this film, ask yourself who the titular parasite is! As a lower-class family integrates themselves with an upper class family, the lies and deceit begin to bite them back as they discover something that throws everything into disarray. Bringing up themes of class and high society, this is a film that'll leave you shocked and very unnerved!"
4,2024.01.15,"A pretty good movie. Though I think it's a little overrated. The story is interesting, the chacters on the other side are rather one-dimensional and boring."
5,2024.01.12,"Great movie, great actors no doubt, a weird end."
4.5,2024.01.11,"Une pépite coréenne. Un excellent moment passé pendant le visionnage. Un film à voir, absolument, que ce soit pour sa vision du problème des classes sociales. Le film est des fois assez visuel sans trop l'être, ce qui le rend assez accessible. Le film s'enchaine très bien et ne se précipite pas dans ce qu'il veut raconter."
5,2024.01.10,Demands to be seen with as little advanced knowledge as possible because this will allow you fully appreciate how gradually Bong Joon Ho moves the plot from farce to something else.
5,2024.01.05,Social-class opener! We All know that social class is prevalent in society but this movie shows how unaware the upper class is to the Lower classes and the struggles they face or how irrelevant it is to them unless it directly affects them.
3.5,2024.01.04,Decent movie the story was good but the plot was predictable. some odd scenes that felt unbelievable. not sure why its a 99 or got so much praise. movie is soo mid
5,2023.12.31,Amazing cast. Thoroughly enjoyable and powerful. I didn't quite get the meaning behind the ending but still liked this movie very much.
5,2023.12.21,one of the best movies of this decade. hands down. will rewatch an infinite amount of times
3.5,2023.12.20,"This film is absolutely thrilling, engaging, and contains elements that will grip you throughout its entirety. However, I think there are far better movies from South Korea that I myself have seen recently such as ""A moment to remember,"" & ""Past lives."" They might not be of the same genre, but the previously stated films, mainly ""A moment to remember,"" deserves to be equally acclaimed of not more. Despite lacking thrilling aspects, which most of the time is what forces us to be glued on our sofa expecting every upcoming moments, these movies rely on romance, interesting stories, and subtly reveal concepts that we rarely stumble upon on most movies and series being released these days. The actors are impeccably competent, the excellency of the cinematography is unimaginable, and the sets display visually appealing areas of the Asian continent. This is an area that I think ""Parasite"" must have capitalized on. Gladly, they saved the whole thing with twists and turns, mainly one that makes the 2h12 worth your time."
4.5,2023.12.08,"Saw this in the theater when it came out and then saw it again two days ago. Excellent portrait of rich and poor and, as always with Korean cinema, the innate flaws of humanity and pitfalls of an infinitely imperfect universe. Sometimes the morally superior position is unoccupied because, given the tools the characters have been assigned in life, the morally superior position is exceedingly difficult to compute and/or attain."
5,2023.12.03,"""It keeps clinging to me"" Parasite will be remembered for generations. Every frame is a painting and, despite its harrowing depiction of the damages of classism, a shared struggle emerges which is, simply put, human. Anyway, fun stuff!"
4.5,2023.11.22,Excellent. It really deserves the Oskar.
4,2023.11.22,just the scene after the flood is sufficient for this movie to be one of my favorite movies of all time.
4,2023.11.06,"Parasita é um filme que brinca com o público ao construir um enredo bem desenhado e dinâmico, e surpreende o telespectador com o resultado das ações dos personagens. Super indico"
5,2023.11.03,100 % of tomatoes with all the profound abyss of mankind; best film of 2019
5,2023.11.02,"In my opinion, a great movie needs: -to keep you entertained with a gripping, original story -interesting, well-rounded characters that develop over the course of the movie -to be thought-provoking, and stay with you long after you've watched it Parasite delivers on all points, in spades."
5,2023.10.29,Amazing movie. Genius. So well made. Tells a great story. I wanna rewatch.
4.5,2023.10.29,"So kids, the lesson today is when a family member asks you to help them invade someone's life, leech off of their success, and eventually get them killed by a deranged old man, you say ""no, why would you do that?"""
5,2023.10.22,"Sadique, palpitant, thrillant, parfait. Du début à la fin, ce film est un chef-d'oeuvre."
5,2023.10.02,"Amazing, visual art, story, lighting, camera walk….. everything is perfect. It show the line of top and bottom peoples in every way in movie."
5,2023.09.03,Fantastic movie. It Felt as if it was a perfect film.
3,2023.09.03,"""Parasite"" is wild. It's perhaps the most wild film I've ever seen. The story is compelling. (And there really are two or three stories in the film.) It's also really imaginative. However, at times, it's just not enjoyable. Even if you like genres under which the film falls."
4,2023.09.03,Great movie. I can assure you the parasite does not include the mind virus that plagues the west.
4.5,2023.08.31,"Parasite is definitely a ""must see"" film in 2019, and is often regarded as Bong Joon-ho's most influential masterpiece of a black-comedy, who also directed the acclaimed films such as Snowpiercer, Okja, Memories of Murder, and The Host, and the first Korean film to win an Academy Award for Best Picture. This plot centers about the unemployed destitute Kim clan who pretend to be highly-qualified individuals by infiltrating the wealthy Park family.."
5,2023.08.29,"Un chef d'oeuvre qui a prit du temps à murir en moi, mais vraiment aujourd'hui je ne peux m'empêcher de le comparer à tous les autres films, qui me semblent être de la même veine."
5,2023.08.23,Genuinely amazing story with deep economic meanings yet scary and disturbing.
5,2023.08.19,"Incredibly smart and detailed screenwriting and direction. The build up is a ride that keeps getting higher and higher until it eventually starts to drop into chilling thrills and it delivers more than expected. Well crafted climaxes. It feels pretty insane and dramatic, but it still knows how to be humourous. The cinematography and music is fantastic and highlights the storytelling very well, while the cast is brilliant and convincing on their part during the whole act. The editing is very clever and engaging. The use and timing of the slow motion dramatizes scenes just perfect. The script is flawless. The sets compliment the narrative and create a great contrasts between the two families. The flooding scene looked pretty good, including the explosive toilet. There's seemingly no scene that feels out of place. Nothing in this movie went to waste. A masterpiece."
5,2023.08.18,One of my all-time favorites. The first movie I paid to see a second time.
5,2023.08.08,I've never seen a movie like this. Awesome
5,2023.08.07,A truly perfect film. Great themes about social classes while also being entertaining throughout.
5,2023.08.03,"This movie is so good holy, I ve never seen anything like it, and its good. Its got a lot of soul, the performances are amazing, the shots are extreordinary, the pacing is nearing perfection, I dont know what else to say, i m amazed. Wow. Big ups"
5,2023.07.31,This move is a masterpiece!!!
4.5,2023.07.27,I disagree with most of the film's premise but find it hilarious and affecting all the same - would be nice if modern audiences could understand that this is very achievable. Not everything has to be us vs them.
5,2023.07.26,"One of the first real/serious films of Hollywood I watched. It's the one and only movie that always comes to mind when someone asks ""What are your 10 top movies?"". Do not even bother reading reviews, watch it and see for yourself."
4.5,2023.07.21,"One of the most unique, thrilling, suspenseful, bone-chilling, edge-of-your-seat movies in not just this decade. but of all time."
3.5,2023.07.16,I did not love it but I liked it very much
5,2023.06.28,One of the Best Films of All Time.
3,2023.06.28,I liked it but didn’t love it. I thought the story was interesting but not that exciting. It was fun to watch the family work together but it wasn’t my favorite. Not a best picture imo
4,2023.06.27,A fresh and original story that moves along at a steady and well-balanced pace with more than a couple surprises along the way.
3.5,2023.06.18,"This is s very good movie. What makes it so is it presents very complex relationships in a simplified, limited sets environment. There is an intimacy to the proceedings, and this augments the comedic aspect as well. The acting is efficient and effective. The one drawback is the two dimensional characters; presented as absolute versions of rich and poor. In other words, you're either on this side or that side. That is not to say that there are not people that act and think this way. It all seems very convenient and you can predict character reactions. There is no warmth or sympathy between the families. No personal connections, with everyone being disposable and blind to one another. They pursue their own self interests without ethics or morality. Either a hustler or very gullible. However, as a black comedy this can work and it does so throughout the movie. It is a movie that must be thought about, considering each layer like Matryoshka Dolls. Class interactions causing intra-class dichotomies and violence. A very harsh movie on its own characters. I have watched it more than once. I pick up something new or a new idea about the film with each viewing. Exactly the effect a thinking movie should have on its audience."
4,2023.06.17,"A great original story, solid acting, and shocking twists and turns make Parasite a highly entertaining movie. Easily weaving in its themes of class inequality, Parasite makes for a thought-provoking drama while still being interesting to watch."
4.5,2023.06.16,An absolutely fantastic film with a great unique original story that is only held back from perfection because I wanted the family to continue to get away with what they were getting away with.
4.5,2023.06.15,"A clever, original story that intertwines drama, comedy and thriller elements brilliantly along with a heavy dose of social commentary."
3.5,2023.06.11,Interesant pana accelereaza tamp spre final
5,2023.06.09,It kept getting better and better.
5,2023.06.08,Best Korean movie of all time.
5,2023.06.08,"The first half of the film is darkly humorous, with a family living in a basement lying and framing the driver and housekeeper in an effort to work for the rich. When I saw the first half, I thought it was supposed to be a comedy. Until they see rich people go camping, but the Jin family actually live in the mansion, eat and drink, and completely consider themselves rich. It makes me uncomfortable to see this because it is ""greed"". They want to make money. That's normal. But to enjoy a life of utter hypocrisy is ""greed"". Seeing the heavy rain, I thought the host family would come back. The good part of the movie is the return of the old butler. The turning point of the film is the scene leading to the basement. From this moment on, this is no longer a comedy. It became a conspiracy, a bigger lie, a fight for life. I thought that the Jin family has parasitic in the rich family, did not think that the old housekeeper and her husband is a bigger parasite. After watching this movie, I always wonder what I would have done if I was living in a basement, working for a rich man. I will definitely work hard to make money, change a better house, and then through this job to find a better job for myself. That should be most people's plan. The Jin family, although very smart, also very good at work. But they are lazy, do not make progress, do not have a plan, and do not seek to change the status quo. So they would rather be parasites and feel inferior than change the status quo. The lesson of this film is that if you are not satisfied with your life, you must find a way to improve the quality of your life, because you can!"
3,2023.06.01,"It was entertaining but not mind-blowingly good as many western critics indicated. Part of the confusion is caused by western critics who seem to be evaluating the plot's shock value based on a European/western 3-act structure instead of the 4-act Asian structure. This movie plot follows the latter and is consistent with the timing and expected twists and turns of that structure. After accounting for the 4-act structure, this plot is not as shocking or surprising as western critics seem to think. Instead, it takes the expected twists & turns in the expected order, which reduces its shock value. Still, it's an entertaining way to pass a few hours."
5,2023.05.25,"Parasite is unique, funny, relentless, nerve racking and deeply earnest. The juxtaposing themes and visual staging unveils a climax that will leave the audience shocked and thrilled."
0.5,2023.05.19,Hard to watch. Seems to be glorifying class warfare. Not good
5,2023.05.10,"GG Bong Joon-Ho, please direct my life"
4.5,2023.05.09,"Bit too dark for my taste but deserving of best picture in the oscars great movie all around a must see, so good!"
5,2023.05.07,"Hilarious, genius, heartbreaking."
